location,date,avg,median,high,low,std,obs
PEPCO,2021-06-18,30.172631416666665,26.931067,58.573953,16.215099,12.976031341969174,24
PEPCO,2021-06-19,32.8805305,31.167814,61.91821,18.1574,13.080550766071523,24
PEPCO,2021-06-20,32.197137375000004,28.605061999999997,65.028639,17.889188,13.667548097274233,24
PEPCO,2021-06-21,40.29330375,32.432118,87.38278,20.263255,20.296374075647165,24
PEPCO,2021-06-22,29.2927455,29.625609,48.492696,21.004174,6.495885313790208,24
PEPCO,2021-06-23,25.211292666666665,26.147998,31.740805,17.383446,4.777860616507541,24
PEPCO,2021-06-24,28.868886958333334,25.417157500000002,47.17256,17.441124,10.577231541681106,24
PEPCO,2021-06-25,29.937712041666668,29.6189335,48.24682,18.219466,9.463671325694573,24
PEPCO,2021-06-26,31.16055295833333,29.8633515,49.65642,20.24344,9.456944570745978,24
PEPCO,2021-06-27,34.858180041666664,30.997811,65.453954,20.275558,13.644234575643116,24
PEPCO,2021-06-28,44.3739495,39.6094085,93.977264,23.780311,19.989771345799696,24
PEPCO,2021-06-29,51.49123058333333,41.8848895,113.565232,24.260724,27.67181083626871,24
PEPCO,2021-06-30,54.526419833333335,47.7722375,114.446741,25.994679,25.998085053420454,24
PEPCO,2021-07-01,41.05414875,44.1717175,56.047116,26.88124,9.469102923399827,24
PEPCO,2021-07-02,30.396950875,30.6808625,41.522758,21.796956,5.841733366908654,24
PEPCO,2021-07-03,28.587186208333335,26.935429,39.217185,19.371586,7.112457624539238,24
PEPCO,2021-07-04,32.53146504166667,28.2398475,56.929669,17.404396,13.299384348275282,24
PEPCO,2021-07-05,38.533152208333334,35.907583,71.216104,18.09927,17.565139282818173,24
PEPCO,2021-07-06,50.591972958333336,43.5418265,107.065638,22.71752,26.82067102037586,24
PEPCO,2021-07-07,47.290892541666665,42.552622,91.870476,23.733072,20.634876853150967,24
PEPCO,2021-07-08,37.692851125,38.045227,50.399734,24.504301,9.135697117731723,24
PEPCO,2021-07-09,34.440643791666666,32.020119,52.065748,22.859724,9.421400186410368,24
PEPCO,2021-07-10,30.688307541666664,29.543049,45.953793,21.758672,7.5275830790856455,24
PEPCO,2021-07-11,30.52625925,28.841015,47.042985,20.85098,8.274275365647993,24
PEPCO,2021-07-12,40.810458708333336,37.629044,68.547682,22.690888,16.281148138422108,24
PEPCO,2021-07-13,42.477512499999996,40.583283,68.564963,23.78441,15.78355566435706,24
PEPCO,2021-07-14,40.358430500000004,40.529007,63.483721,23.486572,13.825279633697374,24
PEPCO,2021-07-15,46.27257495833334,38.739791999999994,93.120684,23.81441,22.499770512657605,24
PEPCO,2021-07-16,42.24883258333333,39.6027395,77.462572,24.264664,16.120369582203708,24
PEPCO,2021-07-17,39.368031333333334,37.3338445,62.050275,24.414748,13.093878673045452,24
PEPCO,2021-07-18,35.72824370833333,31.5222485,56.552332,22.958122,11.16713992572653,24
PEPCO,2021-07-19,41.581555916666666,38.1861355,69.569492,22.983083,15.554338599353844,24
PEPCO,2021-07-20,41.73521304166667,39.060154,76.425124,22.867748,17.217998391075977,24
PEPCO,2021-07-21,38.88948666666666,38.6370555,60.529607,22.937427,12.8874083355585,24
PEPCO,2021-07-22,38.78867995833333,33.787359499999994,67.124177,22.664507,14.538609283900872,24
PEPCO,2021-07-23,37.43145079166667,34.4136865,59.418412,22.952281,11.757516999044288,24
PEPCO,2021-07-24,36.49792241666667,33.710997,57.021482,21.749375,12.218763880642992,24
PEPCO,2021-07-25,38.979807,37.027229000000005,64.069558,21.806846,14.452958632564862,24
PEPCO,2021-07-26,45.449589,41.602779,82.571456,24.522475,18.348426869608467,24
PEPCO,2021-07-27,48.92951458333334,40.896744999999996,99.434075,24.510957,23.81550111193816,24
PEPCO,2021-07-28,45.22982941666667,42.089665499999995,80.03602,25.413711,16.60691740494487,24
PEPCO,2021-07-29,43.01425745833333,40.71311,70.569122,23.896039,15.87949962452043,24
PEPCO,2021-07-30,38.94183420833333,37.5429385,57.763291,24.296198,10.98699601752714,24
PEPCO,2021-07-31,34.974728625000004,31.187753999999998,55.88429,23.168549,10.53857070395602,24
PEPCO,2021-08-01,31.931428041666667,30.1375915,44.658727,20.462132,8.702903110364042,24
PEPCO,2021-08-02,38.241747249999996,35.084482,63.819056,22.716103,13.7545406191653,24
PEPCO,2021-08-03,37.28526304166667,33.545047,61.52491,21.662036,13.765959320018855,24
PEPCO,2021-08-04,39.20434983333333,34.275343,66.088874,23.124781,14.985605137950042,24
PEPCO,2021-08-05,44.68172045833333,39.228433499999994,78.118081,24.731654,18.087722352843528,24
PEPCO,2021-08-06,47.30560466666666,43.862918,82.907556,25.834057,18.411029740583437,24
PEPCO,2021-08-07,41.54276841666667,39.787496000000004,65.944916,26.167018,13.236453818660312,24
PEPCO,2021-08-08,40.890247125,33.799465999999995,74.955045,24.878688,16.797866996419742,24
PEPCO,2021-08-09,46.65651020833334,41.477607,89.89902,25.105773,20.98455308851748,24
PEPCO,2021-08-10,46.12355954166667,40.3966485,83.197376,25.999207,18.859105753206094,24
PEPCO,2021-08-11,49.59549462499999,41.634797500000005,100.132479,27.907857,21.64166024239452,24
PEPCO,2021-08-12,56.691600333333334,43.4958845,130.119962,27.832552,31.846060540021174,24
PEPCO,2021-08-13,48.68983,44.513341499999996,84.769749,28.677336,17.06148072366842,24
PEPCO,2021-08-14,38.545999583333334,37.628242,57.756573,26.47578,9.586131692448152,24
PEPCO,2021-08-15,30.99911320833333,29.66996,40.332573,23.879052,5.541796543532809,24
PEPCO,2021-08-16,35.68746108333333,33.938773999999995,52.45975,24.885269,9.270446743231231,24
PEPCO,2021-08-17,40.34022591666667,36.9167605,67.332998,25.800032,12.199189663136197,24
PEPCO,2021-08-18,41.94608283333333,39.554998499999996,67.029868,26.892652,11.843740481196223,24
PEPCO,2021-08-19,46.760341625,40.0821895,90.244855,27.700396,17.714333107773246,24
PEPCO,2021-08-20,44.91363095833333,41.595511,66.596339,28.780397,12.270187324554737,24
PEPCO,2021-08-21,40.721899625,38.4455515,66.616294,25.478122,12.991051954005806,24
PEPCO,2021-08-22,42.367029458333334,37.0353685,76.481975,25.391965,16.798699327721284,24
PEPCO,2021-08-23,49.59486616666666,42.012909,91.916823,25.489701,22.701653422348787,24
PEPCO,2021-08-24,52.72087858333333,44.002728000000005,116.63984,26.172466,26.634629720533955,24
PEPCO,2021-08-25,68.744981375,49.4106865,176.555804,27.854118,45.84575154723474,24
PEPCO,2021-08-26,56.6347185,48.017120500000004,126.196899,27.626521,28.526794303749032,24
PEPCO,2021-08-27,50.130715375,43.226893000000004,103.511287,28.043405,21.448166284476653,24
PEPCO,2021-08-28,47.07084291666666,41.4523735,80.162687,27.813044,17.158862262724504,24
PEPCO,2021-08-29,43.43462120833333,40.912805500000005,70.306083,27.601109,13.63347012785503,24
PEPCO,2021-08-30,53.59594429166666,47.786908999999994,91.246446,29.405136,20.689028107102043,24
PEPCO,2021-08-31,46.25567966666667,45.794572,70.212473,28.386718,13.229742584764926,24
PEPCO,2021-09-01,37.88926445833334,37.945738000000006,50.028898,27.367761,7.24868997461101,24
PEPCO,2021-09-02,35.877064833333336,33.933493,49.773972,26.131611,7.55410831237852,24
PEPCO,2021-09-03,36.119593875,36.1910715,44.668972,27.241008,5.879973621963683,24
PEPCO,2021-09-04,33.07339545833333,31.195802,45.768487,26.303058,6.155134051027703,24
PEPCO,2021-09-05,33.560202875,31.110862500000003,45.872351,25.185521,7.511851921045173,24
PEPCO,2021-09-06,35.53541545833333,32.742439,60.059102,23.546561,11.180330319072771,24
PEPCO,2021-09-07,41.59468841666666,36.297489,75.848609,25.183432,14.830863238108545,24
PEPCO,2021-09-08,42.1388245,38.660982000000004,64.620772,25.936552,12.628608270931704,24
PEPCO,2021-09-09,42.279699375,40.574438,57.006235,29.172293,9.57527721424122,24
PEPCO,2021-09-10,39.142031458333335,36.906688,56.046084,28.448077,8.580440122609481,24
PEPCO,2021-09-11,41.77750783333333,35.3673105,70.251879,27.658138,14.753643204832589,24
PEPCO,2021-09-12,49.989263,38.27860200000001,101.022661,29.240381,23.32812543977637,24
PEPCO,2021-09-13,71.33777204166667,55.8109745,169.319485,31.072063,42.67345154514578,24
PEPCO,2021-09-14,63.672598916666665,60.832364999999996,122.264502,31.533894,28.092538170777274,24
PEPCO,2021-09-15,66.34636475,62.659743,114.855605,36.856979,23.503967312042224,24
PEPCO,2021-09-16,63.378935750000004,64.22504599999999,93.365705,36.259908,18.4020075182312,24
PEPCO,2021-09-17,65.08013075,62.180016499999994,107.806969,36.609553,22.079562005218612,24
PEPCO,2021-09-18,58.184513,56.635003,90.67087,36.675169,17.09947815130303,24
PEPCO,2021-09-19,53.41094708333333,47.914767499999996,95.888679,34.023266,19.51436645199983,24
PEPCO,2021-09-20,55.57549970833333,50.59026849999999,89.877091,34.728397,16.960611355261836,24
PEPCO,2021-09-21,50.12358558333333,49.51856,70.492035,33.988787,11.80444467705826,24
PEPCO,2021-09-22,44.07587433333333,45.9089325,59.469355,31.662994,7.800832808303698,24
PEPCO,2021-09-23,41.67896775,44.448924000000005,55.445733,27.848172,7.786011828349717,24
PEPCO,2021-09-24,38.4697045,39.472905,47.309586,28.547489,6.348414683410348,24
PEPCO,2021-09-25,36.461304375,36.731784,47.292099,29.260021,5.24903604634044,24
PEPCO,2021-09-26,36.130216499999996,34.272975,52.57694,28.146817,6.8739484110342355,24
PEPCO,2021-09-27,49.07574983333333,42.8033285,84.374424,26.943317,19.183553191775143,24
PEPCO,2021-09-28,60.182392291666666,57.7679885,104.352307,29.360466,23.84774271380881,24
PEPCO,2021-09-29,60.817190374999996,58.765218000000004,99.296415,31.697898,21.011883386547673,24
PEPCO,2021-09-30,57.9131515,57.5619395,88.334112,34.92695,16.28696256265193,24
PEPCO,2021-10-01,52.819807,51.580064500000006,81.94387,31.4816,15.828600725802888,24
PEPCO,2021-10-02,52.13833133333333,46.713674,83.945,35.591902,15.208499174048354,24
PEPCO,2021-10-03,57.67010195833333,49.877125500000005,94.505064,34.674442,20.745014320374338,24
PEPCO,2021-10-04,72.75657270833334,75.5828165,118.170236,35.458084,25.698199133079275,24
PEPCO,2021-10-05,76.24672645833333,74.11216300000001,116.922227,45.217594,22.353356148403773,24
PEPCO,2021-10-06,74.00071854166667,72.319785,114.253284,40.95223,22.278990619136145,24
PEPCO,2021-10-07,76.69225908333333,78.42379700000001,111.184027,43.825345,20.091713181550325,24
PEPCO,2021-10-08,71.43331500000001,77.22198399999999,97.684058,42.046143,16.69290385995538,24
PEPCO,2021-10-09,65.07596325,67.09879000000001,83.249915,42.207652,15.12322598709395,24
PEPCO,2021-10-10,60.10643595833333,54.0206095,98.213897,36.315372,21.48100329114544,24
PEPCO,2021-10-11,65.14008795833332,61.066165999999996,103.549757,33.894932,23.268295143196394,24
PEPCO,2021-10-12,64.78548375,65.3045425,102.870407,34.274971,20.984958545827883,24
PEPCO,2021-10-13,65.19129279166667,64.0173865,94.0466,36.503062,18.746250867809607,24
PEPCO,2021-10-14,69.23729820833334,65.319403,108.780867,36.869172,22.76856462557504,24
PEPCO,2021-10-15,76.64210116666666,79.520002,112.018666,41.661616,21.95399229332401,24
PEPCO,2021-10-16,54.638495125,54.699310499999996,82.206051,39.498986,10.416758843818956,24
PEPCO,2021-10-17,44.69441929166666,42.718383,75.874719,34.202363,10.090168514582466,24
PEPCO,2021-10-18,65.11023333333334,71.0359365,93.01535,37.368296,18.596983927646043,24
PEPCO,2021-10-19,59.29195095833333,61.433638,81.628933,34.835215,14.810843036849075,24
PEPCO,2021-10-20,56.107500375,59.842589000000004,79.892173,33.848112,14.031367753428597,24
PEPCO,2021-10-21,52.40919745833333,54.827664,84.216545,30.255214,14.983985261728511,24
PEPCO,2021-10-22,63.859516125,70.264894,80.252587,41.045318,14.270068142325218,24
PEPCO,2021-10-23,61.68995974999999,61.285835000000006,84.326858,45.208101,10.696723398036232,24
PEPCO,2021-10-24,53.657912958333334,49.7860065,77.746727,39.010985,11.994284646367447,24
PEPCO,2021-10-25,65.50214125000001,72.3335345,95.835929,36.225388,19.234627653087404,24
PEPCO,2021-10-26,66.64261387500001,73.06851850000001,93.445925,38.87816,15.807439400141604,24
PEPCO,2021-10-27,63.89907433333334,62.57091,91.97924,44.051885,12.643663407314088,24
PEPCO,2021-10-28,68.12752129166667,76.1983465,96.322148,42.806515,16.547491991316907,24
PEPCO,2021-10-29,64.60783291666667,70.547675,88.654724,39.949672,14.539884262317912,24
PEPCO,2021-10-30,64.546174375,65.3097945,89.948444,48.726689,12.15191504271349,24
PEPCO,2021-10-31,59.623690875,55.052074000000005,83.8639,49.305947,9.629746617641855,24
PEPCO,2021-11-01,70.40310316666667,69.892642,102.256674,45.732186,16.7302942292204,24
PEPCO,2021-11-02,72.35678929166666,71.3190235,104.418353,52.28007,13.406540867744832,24
PEPCO,2021-11-03,79.68892479166666,72.8831145,144.716224,61.097786,20.168779564509563,24
PEPCO,2021-11-04,88.75494941666666,79.271005,168.32942,62.4993,24.78064239510974,24
PEPCO,2021-11-05,97.53569145833335,89.101179,202.636686,64.08792,33.938732922374626,24
PEPCO,2021-11-06,79.74472366666667,74.053461,121.283313,61.888988,15.210245195595393,24
PEPCO,2021-11-07,60.27706954166666,58.8809005,82.694741,38.582002,12.456617812211059,24
PEPCO,2021-11-08,70.05983683333334,60.468661499999996,115.444667,47.073634,20.049976312870744,24
PEPCO,2021-11-09,64.36277058333333,56.5167795,100.02665,44.176156,15.988935822581704,24
PEPCO,2021-11-10,62.555193,57.210958500000004,102.748939,39.591958,17.008117785697518,24
PEPCO,2021-11-11,60.05656266666667,63.537273,100.85231,34.792589,17.04765528301008,24
PEPCO,2021-11-12,56.99254441666667,55.850894,91.996768,30.817799,17.399481807966268,24
PEPCO,2021-11-13,67.88206554166668,67.349472,98.715047,48.457033,13.684099201428104,24
PEPCO,2021-11-14,73.42060291666667,71.973138,103.457186,51.963182,13.50659879283475,24
PEPCO,2021-11-15,75.63266775,74.21371500000001,110.569553,53.968204,18.846180249487002,24
PEPCO,2021-11-16,75.59102445833334,71.6484605,126.027461,53.853427,19.16071063809451,24
PEPCO,2021-11-17,67.82465033333334,66.4324315,103.965741,48.527256,14.407950548856482,24
PEPCO,2021-11-18,64.56180266666667,64.174908,104.913255,41.123285,16.24337884193224,24
PEPCO,2021-11-19,83.03237866666667,73.52559049999999,143.067447,54.172337,21.542627926364986,24
PEPCO,2021-11-20,80.70795083333333,78.17602099999999,124.220592,55.586906,15.50550461083928,24
PEPCO,2021-11-21,71.99792208333334,70.9361825,92.963872,56.707236,11.837843132429134,24
PEPCO,2021-11-22,81.24098108333334,79.456761,140.372837,47.745484,24.0477583290862,24
PEPCO,2021-11-23,94.59384308333334,81.726691,179.610183,65.353813,29.223359137885105,24
PEPCO,2021-11-24,91.476470375,82.085944,179.723968,54.011655,32.673683644728484,24
PEPCO,2021-11-25,55.362784291666664,53.8138085,80.847433,38.291617,11.459733516603482,24
PEPCO,2021-11-26,55.904733625,53.831846,95.547204,39.303947,14.538651865669632,24
PEPCO,2021-11-27,67.08569454166667,65.3624605,97.113483,45.149349,13.49218992887309,24
PEPCO,2021-11-28,53.45145795833333,51.022853999999995,79.434766,43.822514,8.592801051774604,24
PEPCO,2021-11-29,70.39647745833334,63.5140005,129.079309,46.628753,22.69895177389243,24
PEPCO,2021-11-30,76.88431629166666,68.4541645,137.87661,57.595384,21.46004622126267,24
PEPCO,2021-12-01,71.60395879166667,67.0766715,127.14205,50.157117,17.63091413069815,24
PEPCO,2021-12-02,46.35421208333333,42.479625,72.365527,30.980406,12.57245323169061,24
PEPCO,2021-12-03,47.61585054166667,43.559876,79.606525,31.583612,13.593343012236247,24
PEPCO,2021-12-04,43.24593766666666,39.1303185,69.799054,32.479529,9.651937173473478,24
PEPCO,2021-12-05,38.28413416666667,37.5248615,52.356987,29.692511,6.598518093152165,24
PEPCO,2021-12-06,40.314869916666666,40.282577,77.673758,24.008339,14.782559330560765,24
PEPCO,2021-12-07,55.9077905,49.8735595,95.031629,37.588924,17.570078051330206,24
PEPCO,2021-12-08,61.48267391666667,58.8057045,95.715586,41.015069,17.08834629369316,24
PEPCO,2021-12-09,61.11545804166667,55.311672,122.373261,38.249231,19.20433449221948,24
PEPCO,2021-12-10,43.93423066666667,40.0140835,82.516687,34.488463,11.222965661556866,24
PEPCO,2021-12-11,29.412694125,27.8827845,46.633286,23.602952,5.79069998965649,24
PEPCO,2021-12-12,37.42291675,35.3321925,63.584179,26.22521,8.301272478930871,24
PEPCO,2021-12-13,52.70968725,46.199591,110.386205,35.42879,17.713877135647078,24
PEPCO,2021-12-14,41.580497,36.7646575,78.22701,29.491033,11.919137071755253,24
PEPCO,2021-12-15,34.40182470833333,32.005987000000005,59.216638,26.875175,8.021599619056948,24
PEPCO,2021-12-16,33.15143475,29.9384405,55.75068,23.581093,8.593895482307316,24
PEPCO,2021-12-17,41.721550875,41.032112999999995,62.07024,26.03305,10.33066310826572,24
PEPCO,2021-12-18,34.787534541666666,34.4420985,47.333717,25.276279,6.82736272355278,24
PEPCO,2021-12-19,35.75549183333333,33.1670435,72.25177,26.443345,10.872929823574689,24
PEPCO,2021-12-20,56.986820625,49.882892,127.452304,38.922025,21.153132352071072,24
PEPCO,2021-12-21,54.86518908333333,48.4700775,104.864636,38.704805,17.454336750821113,24
PEPCO,2021-12-22,48.41378533333333,44.354676999999995,76.466681,34.887915,12.168691352780135,24
PEPCO,2021-12-23,48.272906166666665,44.5174325,83.778193,34.898412,12.531790396667553,24
PEPCO,2021-12-24,33.9358805,32.8939045,48.343208,26.160269,6.356195402854023,24
PEPCO,2021-12-25,24.88071533333333,25.1191115,32.302848,19.845666,3.495417355449544,24
PEPCO,2021-12-26,24.519331625000003,23.3116245,33.373923,21.781742,3.18150486275738,24
PEPCO,2021-12-27,28.407725625,28.816093,38.500825,21.5866,4.736788842575029,24
PEPCO,2021-12-28,30.29996183333333,30.8335805,37.014023,24.613161,3.860897180389696,24
PEPCO,2021-12-29,31.629567624999996,32.975119,45.561488,22.800266,6.3475799849580845,24
PEPCO,2021-12-30,32.417499875,34.679169,39.908702,24.104887,5.717773890329075,24
PEPCO,2021-12-31,28.50756954166667,28.623925,36.037053,22.714811,3.775654143624168,24
PEPCO,2022-01-01,23.68277970833333,24.703921,32.701026,17.579937,4.720710115861353,24
PEPCO,2022-01-02,27.323536583333333,28.2054045,42.910106,20.765986,6.172928075563035,24
PEPCO,2022-01-03,42.132994875,41.462216,72.083985,30.063185,10.714395362700577,24
PEPCO,2022-01-04,51.899687916666664,47.082566,102.130235,37.091555,13.517545709999164,24
PEPCO,2022-01-05,50.067809125,49.3502745,66.10368,41.357263,7.0450279966572,24
PEPCO,2022-01-06,50.43222054166667,48.475528499999996,74.10208,38.322243,10.022970420929383,24
PEPCO,2022-01-07,71.42223741666668,64.5480705,137.115398,45.835092,25.303010067187692,24
PEPCO,2022-01-08,68.26669429166667,68.424649,114.757203,41.595726,20.756245138778493,24
PEPCO,2022-01-09,45.81106966666667,44.6404965,55.023692,40.074048,4.189853522634481,24
PEPCO,2022-01-10,51.322125,49.9839935,79.869115,39.993764,10.818769645951955,24
PEPCO,2022-01-11,70.19034770833333,64.618134,110.499418,55.251235,15.714046318168009,24
PEPCO,2022-01-12,65.42181383333333,62.4612755,97.103836,41.747331,19.52884317234177,24
PEPCO,2022-01-13,47.701650625000006,45.038419000000005,63.510485,41.935154,5.755514206174918,24
PEPCO,2022-01-14,52.20588695833334,50.6175275,86.656975,42.575469,10.27425794634633,24
PEPCO,2022-01-15,66.317065625,62.004277,127.818795,54.15366,17.15413090169259,24
PEPCO,2022-01-16,74.31407,71.25225549999999,89.316401,64.112416,7.834052252422683,24
PEPCO,2022-01-17,62.346842333333335,61.410180999999994,94.782414,48.741843,10.44740966913308,24
PEPCO,2022-01-18,72.03449420833333,65.1050965,112.759556,59.187358,16.20077601487217,24
PEPCO,2022-01-19,61.91753691666667,60.663652,92.485567,44.028078,13.103064930122466,24
PEPCO,2022-01-20,63.279667458333336,58.7974295,114.656372,41.103839,21.759354655605936,24
PEPCO,2022-01-21,127.96917933333333,131.08792599999998,204.775586,85.299475,35.28426470301028,24
PEPCO,2022-01-22,115.75634654166667,109.06250800000001,167.879854,64.973102,33.24230887020007,24
PEPCO,2022-01-23,89.38420995833333,91.77156,121.561427,59.916017,19.948218239246625,24
PEPCO,2022-01-24,78.90162600000001,69.9887605,135.042463,60.899079,21.074008758080467,24
PEPCO,2022-01-25,59.64572154166667,56.4162135,87.041327,47.053008,11.438408816224614,24
PEPCO,2022-01-26,79.05552433333334,71.712294,173.702597,49.102111,32.73926376611212,24
PEPCO,2022-01-27,112.06301420833334,109.83933,222.751153,59.291317,41.07593599423839,24
PEPCO,2022-01-28,71.82357412500001,67.5013175,96.194681,58.024909,11.788060170806864,24
PEPCO,2022-01-29,97.60098808333333,92.68582599999999,181.314845,61.853453,36.7814520321383,24
PEPCO,2022-01-30,145.12330791666668,161.4937365,211.494386,77.265748,38.33708839674279,24
PEPCO,2022-01-31,117.772863625,113.588203,218.429797,81.300042,31.337467671014927,24
PEPCO,2022-02-01,84.66785295833334,81.90919099999999,144.781628,49.835572,25.006161644491268,24
PEPCO,2022-02-02,61.02165033333333,58.1500385,101.374059,44.041042,15.04064482194908,24
PEPCO,2022-02-03,56.7600155,58.305694,76.699825,44.023891,10.03982132998103,24
PEPCO,2022-02-04,61.182987375,62.4920475,79.366254,44.746425,11.302116809965328,24
PEPCO,2022-02-05,69.842674875,63.738795999999994,135.576982,55.548232,20.860437251847532,24
PEPCO,2022-02-06,75.30792854166667,76.89555150000001,119.295753,44.052349,20.425521947589832,24
PEPCO,2022-02-07,78.250195,70.22135750000001,133.61212,61.80752,19.357695653271595,24
PEPCO,2022-02-08,61.21009900000001,57.809407,98.407606,40.611673,17.554023648949272,24
PEPCO,2022-02-09,49.483769125,44.131913499999996,87.955881,36.749437,13.20995537646198,24
PEPCO,2022-02-10,44.251939375,41.808316000000005,59.538186,36.43372,6.787458183401954,24
PEPCO,2022-02-11,38.81507833333333,36.010079000000005,53.272486,32.125327,6.687636265952124,24
PEPCO,2022-02-12,34.603929875,34.972301,49.214724,27.427064,5.366304630996662,24
PEPCO,2022-02-13,47.09719991666666,46.058709,66.51645,39.013763,7.687506037341919,24
PEPCO,2022-02-14,71.55850545833333,63.695781,128.534075,49.296935,22.683956862328948,24
PEPCO,2022-02-15,70.721423625,63.7306935,157.557873,39.544111,31.38577858046436,24
PEPCO,2022-02-16,46.70657304166667,46.914363,75.422039,33.627158,10.641724005474344,24
PEPCO,2022-02-17,41.65928616666667,41.632176,53.751716,31.361803,6.741762772355766,24
PEPCO,2022-02-18,46.98555916666667,45.455985,61.298507,35.102981,9.044344848546704,24
PEPCO,2022-02-19,52.85147754166667,48.9596775,84.682587,43.18376,9.936504022919484,24
PEPCO,2022-02-20,58.142610499999996,60.408241000000004,94.456725,33.798306,16.681191032245433,24
PEPCO,2022-02-21,47.023821625000004,46.5926175,56.739095,40.268862,4.790091726312953,24
PEPCO,2022-02-22,43.95203941666667,45.135045500000004,51.68886,35.569961,4.935162352894285,24
PEPCO,2022-02-23,52.56198833333334,51.779191,76.662888,36.183198,12.709673565515015,24
PEPCO,2022-02-24,64.20134620833333,67.4849375,81.243792,43.922409,13.690411028371976,24
PEPCO,2022-02-25,57.162930708333334,53.6162705,87.66017,43.155994,13.110876538701607,24
PEPCO,2022-02-26,50.80315616666667,48.4765745,68.678454,38.70782,8.445998961073247,24
PEPCO,2022-02-27,42.77619895833333,42.412517,55.238911,35.869086,3.928445243893828,24
PEPCO,2022-02-28,47.80195616666666,44.0177575,81.848843,40.175037,10.98157204524958,24
PEPCO,2022-03-01,46.74122270833333,43.803293,83.54274,37.07661,10.254269083690264,24
PEPCO,2022-03-02,40.222489875,38.731618,58.826113,33.06268,6.625422036238292,24
PEPCO,2022-03-03,41.775972125,42.5218725,68.149167,32.216163,8.089220766869571,24
PEPCO,2022-03-04,50.93669616666667,45.088603,105.36848,37.556007,16.827635121982286,24
PEPCO,2022-03-05,40.7638275,41.7276565,47.303022,33.568713,3.6168148746973476,24
PEPCO,2022-03-06,35.11857966666667,33.2791595,52.707738,29.619932,5.8445691301395595,24
PEPCO,2022-03-07,46.77909233333333,48.425506,67.795,34.151411,8.777499459222735,24
PEPCO,2022-03-08,53.367536333333334,47.869282,80.904018,41.823965,11.13917053393593,24
PEPCO,2022-03-09,57.618434916666665,57.2717025,73.957885,41.491385,11.478246600924699,24
PEPCO,2022-03-10,53.43426341666666,51.628281,74.419362,40.908493,10.063515919654654,24
PEPCO,2022-03-11,51.393260375000004,46.270652,77.852504,42.282133,10.100238214347295,24
PEPCO,2022-03-12,50.68684645833333,48.902430499999994,92.886581,37.128026,13.517633845228248,24
PEPCO,2022-03-13,74.75821783333333,79.8351835,131.314699,44.764701,23.623209260079673,24
PEPCO,2022-03-14,53.81713695833333,47.598347000000004,108.724518,40.769137,15.962422945399693,24
PEPCO,2022-03-15,47.452726125,43.231331,83.48497,39.064822,10.897503973336294,24
PEPCO,2022-03-16,42.086662833333335,39.760290499999996,61.578086,35.062501,7.301749014509502,24
PEPCO,2022-03-17,42.21756533333333,43.80574,56.609183,27.548822,9.356137014392477,24
PEPCO,2022-03-18,40.843230625,41.352499,57.081841,31.204147,6.237400278513809,24
PEPCO,2022-03-19,37.828365874999996,37.634207,50.411916,31.687891,4.8368220652581115,24
PEPCO,2022-03-20,41.157127208333335,39.8068475,52.210547,36.825292,4.359721645465134,24
PEPCO,2022-03-21,43.665175833333336,41.221117500000005,73.12198,30.560163,10.422214899298927,24
PEPCO,2022-03-22,45.70739866666667,45.0329545,61.528246,35.247128,7.7216744353216615,24
PEPCO,2022-03-23,44.504334916666664,46.105202500000004,55.381729,31.378071,7.629091956022864,24
PEPCO,2022-03-24,45.767407125,46.8174225,57.307476,31.906452,8.922147288523034,24
PEPCO,2022-03-25,44.41123925,42.2588655,60.247034,34.098239,7.474779935127517,24
PEPCO,2022-03-26,45.62533870833334,45.630257,72.604431,34.647314,8.514603324732532,24
PEPCO,2022-03-27,54.928107000000004,52.9290375,84.621038,45.901849,9.22798536027828,24
PEPCO,2022-03-28,72.94662033333334,66.283592,153.158553,51.775416,25.163995790562417,24
PEPCO,2022-03-29,67.60018241666667,59.251209,145.604288,47.084394,24.71790851647977,24
PEPCO,2022-03-30,53.63647129166666,49.6434845,93.485379,42.295058,12.919057909890899,24
PEPCO,2022-03-31,47.03909995833334,50.318979,65.610995,34.52532,8.481640787260423,24
PEPCO,2022-04-01,56.70456441666666,55.982332,76.067638,40.540631,11.143269668156309,24
PEPCO,2022-04-02,54.914556,52.7344655,89.468694,40.256338,12.366763289415276,24
PEPCO,2022-04-03,52.3799495,50.650746999999996,75.428326,43.725661,7.47367007957933,24
PEPCO,2022-04-04,72.54051433333333,73.598722,108.121042,52.446838,14.651909786300564,24
PEPCO,2022-04-05,71.98710095833333,71.8337375,101.560019,52.05015,13.656135204666223,24
PEPCO,2022-04-06,69.38479545833333,72.45007749999999,88.862249,45.793457,13.70095812332349,24
PEPCO,2022-04-07,67.42211170833333,71.01360600000001,91.441178,43.007468,14.264040052125226,24
PEPCO,2022-04-08,77.603363875,75.362399,103.125627,57.384009,12.852727538126762,24
PEPCO,2022-04-09,70.35209020833334,64.591025,92.818877,59.774525,10.78932991145413,24
PEPCO,2022-04-10,65.19559020833334,61.331746,106.112543,52.488965,12.454235969664241,24
PEPCO,2022-04-11,70.96174058333334,73.412093,97.195449,53.140103,12.912088063910955,24
PEPCO,2022-04-12,70.835117375,71.5871105,96.421618,53.987336,10.990561307595971,24
PEPCO,2022-04-13,66.92945154166667,66.638995,95.542175,42.312142,15.907767423247341,24
